Altium Designer Pick and Place Locations
D:\SynologyDrive\IRNAS-Projects\KORUZA\KORUZA-Electronics\koruza-compute-module-board\04_OUTPUT_FILES\Koruza_V1.3_PICK & PLACE\Koruza_V1.3_PICK & PLACE.csv

========================================================================================================================
File Design Information:

Date:       11/08/21
Time:       09:35
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Footprint","Center-X(mm)","Center-Y(mm)","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)","Layer","Rotation","Comment"
"CON2","1-1734248-5","90.1375","61.4545","92.0000","54.4545","92.0000","54.4545","TopLayer","90","1-1734248-5"
"CON3","MICROMATCH2X3","6.1750","13.0445","8.4250","11.1395","8.4250","11.1395","TopLayer","270","MICROMATCH 6 SMD"
"D1","LED0603","55.3715","2.4765","55.3715","2.4765","55.3715","1.6765","TopLayer","90","LED RED"
"D2","LED0603","66.6745","2.5400","66.6745","2.5400","66.6745","1.7400","TopLayer","90","LED RED"
"D3","LED0603","139.8900","3.6830","139.8900","3.6830","139.8900","2.8830","TopLayer","90","LED RED"
"D4","LED0603","146.1765","3.6830","146.1765","3.6830","146.1765","2.8830","TopLayer","90","LED RED"
"FID1","FID_40X120D","156.9715","72.5170","156.9715","72.5170","156.9715","72.5170","TopLayer","0","FID_1MMC"
"FID2","FID_40X120D","89.8500","45.9295","89.8500","45.9295","89.8500","45.9295","TopLayer","90","FID_1MMC"
"L2","INDP4040X18N","65.2140","24.5110","65.2140","24.5110","65.2140","22.9860","TopLayer","90","SRN4018-4R7M"
"L4","CAP0603","113.0250","53.8545","113.0250","53.8545","113.0250","53.1045","TopLayer","90","BLM18EG221SN1D"
"L5","CAP0603","96.2225","53.7225","96.2225","53.7225","95.4725","53.7225","TopLayer","0","BLM18EG221SN1D"
"L6","CAP0805","150.2500","64.8345","150.2500","64.8345","149.3000","64.8345","TopLayer","0","1uH"
"L7","CAP0805","150.2250","73.3345","150.2250","73.3345","149.2750","73.3345","TopLayer","0","1uH"
"L8","CAP0805","150.9750","61.9795","150.9750","61.9795","150.9750","62.9295","TopLayer","270","1uH"
"L9","CAP0805","151.3000","69.1595","151.3000","69.1595","151.3000","70.1095","TopLayer","270","1uH"
"MH1","MH_7.4MMD_3.2MMD_NON_COPPER_NPTH","4.0000","61.2545","4.0000","61.2545","4.0000","61.2545","TopLayer","0","MH_7.4MMNC_3.2MMD"
"MH3","MH_7.4MMD_3.2MMD_NON_COPPER_NPTH","4.0000","4.2545","4.0000","4.2545","4.0000","4.2545","TopLayer","0","MH_7.4MMNC_3.2MMD"
"MH4","MH_7.4MMD_3.2MMD_NON_COPPER_NPTH","156.0000","61.2545","156.0000","61.2545","156.0000","61.2545","TopLayer","0","MH_7.4MMNC_3.2MMD"
"MH2","MH_7.4MMD_3.2MMD_NON_COPPER_NPTH","156.0000","4.2545","156.0000","4.2545","156.0000","4.2545","TopLayer","0","MH_7.4MMNC_3.2MMD"
"P3","HDR2X15","5.0200","37.7045","3.7500","55.4845","3.7500","55.4845","TopLayer","270","MHDR2X15"
"Q1","DMG1012T-7","73.3000","16.5545","73.3000","16.5545","73.3000","17.4045","TopLayer","90","DMG1012T-7"
"Q2","DMG1012T-7","75.9500","16.5795","75.9500","16.5795","75.9500","15.7295","TopLayer","270","DMG1012T-7"
"Q3","DMG1012T-7","69.4050","12.4460","69.4050","12.4460","69.4050","11.5960","TopLayer","270","DMG1012T-7"
"R3","RES0603","65.3410","15.7480","65.3410","15.7480","64.5910","15.7480","TopLayer","0","100k"
"R5","RES0603","26.0875","51.0560","26.0875","51.0560","26.0875","51.8060","TopLayer","270","100k"
"R6","RES0603","24.3635","51.0560","24.3635","51.0560","24.3635","51.8060","TopLayer","270","100k"
"R7","RES0603","55.3715","5.3975","55.3715","5.3975","55.3715","4.6475","TopLayer","90","470R"
"R8","RES0603","66.6745","5.7030","66.6745","5.7030","66.6745","4.9530","TopLayer","90","470R"
"R9","RES0603","70.0400","15.8750","70.0400","15.8750","70.0400","16.6250","TopLayer","270","47k"
"R10","RES0603","73.7000","19.6045","73.7000","19.6045","73.7000","18.8545","TopLayer","90","100k"
"R13","RES0603","62.9995","67.6970","62.9995","67.6970","63.7495","67.6970","TopLayer","180","1K8"
"R14","RES0603","63.0115","69.3480","63.0115","69.3480","63.7615","69.3480","TopLayer","180","1K8"
"R15","RES0603","140.2500","20.2545","140.2500","20.2545","140.2500","21.0045","TopLayer","270","0R"
"R16","RES0603","64.5000","33.9545","64.5000","33.9545","63.7500","33.9545","TopLayer","0","0R"
"R17","RES0603","64.5035","32.4215","64.5035","32.4215","63.7535","32.4215","TopLayer","0","0R"
"R18","RES0603","72.1500","31.0545","72.1500","31.0545","72.1500","30.3045","TopLayer","90","0R"
"R19","RES0603","70.6000","31.0545","70.6000","31.0545","70.6000","30.3045","TopLayer","90","0R"
"R20","RES0603","145.8750","31.9295","145.8750","31.9295","145.1250","31.9295","TopLayer","0","470R"
"R22","RES0603","10.0500","34.1295","10.0500","34.1295","9.3000","34.1295","TopLayer","0","0R"
"R25","RES0603","9.8750","22.3545","9.8750","22.3545","10.6250","22.3545","TopLayer","180","0R"
"R26","RES0603","9.8750","20.8295","9.8750","20.8295","9.1250","20.8295","TopLayer","0","0R"
"R29","RES0603","102.8250","47.6295","102.8250","47.6295","102.0750","47.6295","TopLayer","0","49.9R"
"R30","RES0603","106.9750","47.0795","106.9750","47.0795","107.5053","46.5492","TopLayer","135","49.9R"
"R31","RES0603","99.1000","50.4045","99.1000","50.4045","98.3500","50.4045","TopLayer","0","49.9R"
"R32","RES0603","102.1000","49.9795","102.1000","49.9795","102.1000","49.2295","TopLayer","90","49.9R"
"R33","RES0603","117.7500","35.5295","117.7500","35.5295","117.7500","36.2795","TopLayer","270","10R"
"R34","RES0603","97.7250","58.0795","97.7250","58.0795","98.4750","58.0795","TopLayer","180","10k"
"R35","RES0603","114.0750","35.4795","114.0750","35.4795","114.0750","36.2295","TopLayer","270","1k"
"R36","RES0603","99.2250","34.9295","99.2250","34.9295","98.4750","34.9295","TopLayer","0","1k"
"R37","RES0603","96.1285","52.0328","96.1285","52.0328","95.3785","52.0328","TopLayer","0","12k4"
"R38","RES0603","103.5450","66.4295","103.5450","66.4295","103.5450","67.1795","TopLayer","270","10k"
"R39","RES0603","108.4500","52.4045","108.4500","52.4045","107.9197","51.8742","TopLayer","45","1M"
"R40","RES0603","115.1750","49.9795","115.1750","49.9795","115.1750","49.2295","TopLayer","90","12k"
"R41","RES0603","114.2250","63.8045","114.2250","63.8045","113.4750","63.8045","TopLayer","0","10k"
"R42","RES0603","66.6745","11.5570","66.6745","11.5570","65.9245","11.5570","TopLayer","0","47k"
"R43","RES0603","69.2145","9.4615","69.2145","9.4615","68.4645","9.4615","TopLayer","0","47k"
"R44","RES0603","139.8900","6.8580","139.8900","6.8580","139.8900","7.6080","TopLayer","270","470R"
"R45","RES0603","146.1765","6.8580","146.1765","6.8580","146.1765","7.6080","TopLayer","270","470R"
"R46","RES0603","4.5500","70.5795","4.5500","70.5795","3.8000","70.5795","TopLayer","0","1M"
"R47","RES0603","150.0750","19.0795","150.0750","19.0795","150.0750","18.3295","TopLayer","90","10k"
"R48","RES0603","148.3250","53.1545","148.3250","53.1545","147.5750","53.1545","TopLayer","0","10k"
"R49","RES0603","153.1750","19.0795","153.1750","19.0795","153.1750","18.3295","TopLayer","90","10k"
"R50","RES0603","151.6250","19.0795","151.6250","19.0795","151.6250","18.3295","TopLayer","90","0R"
"R51","RES0603","148.3220","54.6840","148.3220","54.6840","147.5720","54.6840","TopLayer","0","0R"
"R52","RES0603","154.7250","19.0795","154.7250","19.0795","154.7250","18.3295","TopLayer","90","0R"
"R53","RES0603","148.2750","59.4545","148.2750","59.4545","147.5250","59.4545","TopLayer","0","0R"
"R54","RES0603","148.3220","57.8590","148.3220","57.8590","147.5720","57.8590","TopLayer","0","10k"
"R55","RES0603","149.1220","30.5680","149.1220","30.5680","149.8720","30.5680","TopLayer","180","10k"
"R56","RES0603","149.1220","32.0920","149.1220","32.0920","148.3720","32.0920","TopLayer","0","10k"
"R57","RES0603","148.3000","56.2795","148.3000","56.2795","147.5500","56.2795","TopLayer","0","10k"
"R58","RES0603","149.2000","35.6045","149.2000","35.6045","149.9500","35.6045","TopLayer","180","1K8"
"R59","RES0603","149.1750","37.1295","149.1750","37.1295","148.4250","37.1295","TopLayer","0","1K8"
"R60","RES0603","148.3220","51.5995","148.3220","51.5995","147.5720","51.5995","TopLayer","0","1K8"
"R61","RES0603","148.3220","50.0485","148.3220","50.0485","147.5720","50.0485","TopLayer","0","1K8"
"T1","0826-1L1T-57-F","108.0130","19.6825","113.0880","26.3525","113.0880","26.3525","TopLayer","180","Ethernet RJ45"
"TP1","TEST_POINT","51.9000","14.5795","51.9000","14.5795","51.9000","14.5795","TopLayer","0","TEST_POINT"
"TP2","TEST_POINT","56.4250","27.4295","56.4250","27.4295","56.4250","27.4295","TopLayer","90","TEST_POINT"
"TP5","TEST_POINT","66.8250","35.8295","66.8250","35.8295","66.8250","35.8295","TopLayer","90","TEST_POINT"
"TP6","TEST_POINT","70.0750","35.4545","70.0750","35.4545","70.0750","35.4545","TopLayer","90","TEST_POINT"
"TP9","TEST_POINT","46.9000","28.2045","46.9000","28.2045","46.9000","28.2045","TopLayer","90","TEST_POINT"
"TP17","TEST_POINT","89.2000","42.7295","89.2000","42.7295","89.2000","42.7295","TopLayer","90","TEST_POINT"
"TP18","TEST_POINT","88.8000","38.8795","88.8000","38.8795","88.8000","38.8795","TopLayer","90","TEST_POINT"
"TP19","TEST_POINT","113.9000","65.6545","113.9000","65.6545","113.9000","65.6545","TopLayer","90","TEST_POINT"
"TP20","TEST_POINT","68.6250","6.6295","68.6250","6.6295","68.6250","6.6295","TopLayer","90","TEST_POINT"
"TP22","TEST_POINT","66.4500","9.7295","66.4500","9.7295","66.4500","9.7295","TopLayer","90","TEST_POINT"
"U1","WDFN12L","62.8010","19.3675","62.8010","19.3675","63.9260","21.0675","TopLayer","180","PAM2306AYPKE"
"U2","TI-DCY4_N","150.7750","44.4295","150.7750","44.4295","148.4750","41.2545","TopLayer","90","REG1117"
"U4","DCDC_M2","35.1150","13.8430","35.1150","13.8430","37.6550","3.6830","TopLayer","90","SPM15-050-Q12P-C"
"U6","MO-187","72.3000","24.2545","72.3000","24.2545","73.3000","26.4795","TopLayer","270","FSUSB42MUX"
"Y1","XTAL_SMALL","110.2500","50.5545","110.2500","50.5545","110.0379","49.2110","TopLayer","225","25MHz"
"U5","QFN64","104.7950","59.3105","104.7950","59.3105","109.1050","55.5605","TopLayer","180","LAN9514"
"FID3","FID_40X120D","8.4000","72.4795","8.4000","72.4795","8.4000","72.4795","TopLayer","90","FID_1MMC"
"C15","CAP1206","76.0000","22.2545","76.0000","22.2545","76.0000","20.7045","TopLayer","90","10uF"
"L1","INDP4040X18N","60.3245","14.0970","60.3245","14.0970","61.8495","14.0970","TopLayer","180","SRN4018-4R7M"
"JMP1","RES0603","117.9750","24.6295","117.9750","24.6295","117.9750","25.3795","TopLayer","270","smd solder JMP"
"JMP2","RES0603","117.7250","60.3795","117.7250","60.3795","117.7250","61.1295","TopLayer","270","smd solder JMP"
